acousticness,energy,loudness,Class
0.0106,0.925,-4.157,10
1.59e-05,0.964,-4.634,10
0.856,0.55,-11.496,10
0.0498,0.757,-9.208,6
3.34e-05,0.966,-6.302,8
2.07e-05,0.982,-7.208,10
0.431,0.574,-5.971,6
0.943,0.31,-11.54,10
0.945,0.219,-13.652,2
0.235,0.701,-3.541,9
0.00332,0.866,-4.587,6
0.745,0.551,-10.307,3
1.57e-05,0.916,-7.455,10
0.074,0.943,-4.365,6
0.00411,0.755,-7.574,10
0.13,0.746,-9.412,1
0.164,0.928,-4.015,10
0.00054,0.82,-6.102,1
0.742,0.387,-11.529,10
4.75e-05,0.876,-6.487,8
0.0132,0.923,-4.448,2
0.000669,0.777,-5.267,8
1.21e-05,0.883,-4.205,8
0.554,0.413,-11.68,6
0.286,0.529,-6.566,0
0.00294,0.913,-4.913,10
0.000648,0.776,-5.236,10
0.993,0.088,-17.014,7
0.000236,0.895,-7.8,6
0.184,0.691,-7.533,6
0.211,0.843,-8.688,1
0.0857,0.922,-3.695,9
0.308,0.446,-9.477,9
0.148,0.94,-5.563,10
0.15,0.506,-5.975,1
0.000719,0.984,-4.257,8
0.698,0.451,-8.006,2
0.0442,0.659,-5.583,1
0.293,0.693,-6.563,9
0.86,0.289,-17.424,6
0.982,0.1,-20.82,7
0.000587,0.923,-3.911,6
0.344,0.457,-11.294,5
0.446,0.466,-9.969,2
0.613,0.601,-14.393,6
0.0389,0.919,-4.751,10
0.94,0.102,-17.316,7
8.63e-05,0.905,-5.728,1
0.985,0.168,-19.254,7
0.996,0.0564,-19.28,2
0.000298,0.944,-5.013,10
0.00045,0.974,-2.523,10
0.529,0.363,-9.267,6
0.715,0.267,-8.171,6
0.000181,0.881,-5.045,10
0.615,0.42,-6.696,10
1.71e-05,0.913,-7.853,10
0.884,0.183,-19.793,2
0.0429,0.848,-3.686,10
6.84e-06,0.804,-4.669,8
3.78e-05,0.977,-6.009,8
0.261,0.643,-7.377,6
0.116,0.612,-12.019,8
2.29e-05,0.984,-4.261,1
0.31,0.686,-8.48,6
0.00105,0.937,-3.562,8
2.96e-06,0.943,-9.927,8
0.000274,0.796,-7.896,10
0.00582,0.841,-4.33,10
0.747,0.463,-7.91,7
0.434,0.379,-13.618,0
7.24e-05,0.957,-2.859,8
0.0918,0.706,-10.396,6
2.79e-05,0.914,-5.199,8
0.166,0.449,-10.298,10
0.00744,0.933,-5.682,10
0.0589,0.499,-6.894,6
8.34e-05,0.919,-7.315,8
0.00261,0.886,-3.627,2
0.00405,0.668,-6.261,1
0.278,0.604,-6.788,9
0.0219,0.874,-5.445,10
0.000893,0.979,-4.129,10
0.0366,0.625,-6.249,6
0.00795,0.911,-4.41,9
0.147,0.61,-9.415,10
0.00562,0.975,-4.21,6
0.493,0.703,-7.069,6
0.000347,0.891,-5.726,8
0.827,0.221,-11.004,5
1.27e-05,0.921,-5.294,8
0.227,0.429,-10.169,6
0.152,0.288,-8.902,10
0.346,0.494,-11.319,6
0.00678,0.739,-5.917,6
0.227,0.722,-4.803,10
2.29e-05,0.661,-7.113,1
0.0947,0.725,-4.886,6
0.0749,0.5,-6.214,10
0.00397,0.916,-8.521,10
0.992,0.00124,-30.245,6
0.0493,0.795,-9.267,10
0.192,0.498,-7.278,0
0.12,0.61,-8.156,5
0.308,0.918,-9.747,3
0.015,0.784,-8.457,1
0.726,0.51,-13.192,10
0.0328,0.719,-5.142,10
0.675,0.598,-12.105,2
0.0112,0.886,-5.953,9
0.0155,0.717,-5.458,9
8.57e-06,0.928,-5.885,1
0.0031,0.94,-4.598,6
0.296,0.592,-9.99,6
0.265,0.437,-7.868,6
0.0143,0.893,-6.04,6
0.488,0.674,-6.673,6
0.000292,0.866,-4.084,6
0.0269,0.853,-5.187,10
0.563,0.671,-8.19,9
0.00648,0.587,-7.273,1
0.142,0.651,-14.981,6
0.925,0.183,-16.074,7
0.00132,0.811,-4.17,8
0.143,0.383,-15.474,6
0.609,0.188,-14.701,7
0.000138,0.89,-6.099,10
0.000179,0.725,-8.713,10
0.00224,0.763,-5.09,2
0.0017,0.81,-8.098,6
0.399,0.517,-6.416,9
0.152,0.74,-6.547,1
5.05e-05,0.911,-5.997,8
0.0534,0.588,-8.202,6
0.000114,0.567,-6.159,10
0.00303,0.957,-5.604,1
0.0495,0.872,-2.553,1
4.32e-05,0.971,-5.34,8
0.121,0.981,-3.126,9
0.0547,0.824,-7.036,9
0.00129,0.892,-5.584,8
0.827,0.0593,-23.714,7
0.814,0.558,-8.002,9
0.0131,0.737,-8.357,10
0.222,0.911,-3.97,10
0.415,0.843,-3.579,9
0.142,0.455,-12.436,1
0.00318,0.585,-10.582,10
0.0793,0.632,-12.197,10
5.49e-05,0.954,-4.008,8
0.00563,0.474,-10.133,10
0.0277,0.725,-8.947,6
0.0512,0.883,-5.597,10
0.105,0.872,-5.338,2
0.0229,0.681,-8.604,10
0.926,0.254,-10.868,6
0.0319,0.826,-4.268,10
0.0343,0.88,-8.493,6
0.941,0.142,-18.26,2
0.956,0.141,-17.14,0
0.203,0.581,-6.074,8
0.154,0.461,-12.407,10
0.00301,0.995,-4.353,10
0.000288,0.961,-4.353,6
0.917,0.243,-17.301,7
0.00394,0.715,-7.718,6
0.166,0.918,-3.845,6
0.227,0.751,-7.28,0
3.52e-05,0.995,-5.137,8
0.943,0.136,-12.179,0
0.485,0.76,-5.09,9
0.000297,0.551,-9.131,6
0.109,0.688,-8.735,10
0.29,0.455,-13.386,2
0.832,0.391,-9.131,6
0.00183,0.89,-3.943,10
0.0479,0.858,-5.717,10
0.000114,0.959,-7.005,8
0.989,0.039,-24.906,7
0.875,0.188,-16.499,2
0.00299,0.807,-5.386,10
0.00502,0.447,-13.725,5
0.0495,0.637,-10.92,4
0.868,0.264,-14.155,2
0.0739,0.597,-9.055,10
0.217,0.732,-7.897,2
0.273,0.439,-10.829,9
0.987,0.21,-16.766,3
0.000158,0.803,-7.647,6
0.000506,0.943,-4.996,8
0.000771,0.954,-2.56,10
0.00573,0.914,-6.199,10
0.326,0.695,-13.395,10
0.0129,0.764,-5.342,2
0.957,0.077,-19.871,7
0.00484,0.873,-3.209,8
6.92e-06,0.968,-2.792,8
0.434,0.604,-6.452,10
0.36,0.732,-8.29,10
0.0759,0.87,-8.141,10
3.48e-06,0.978,-3.851,8
0.279,0.673,-6.616,9
0.81,0.658,-4.166,2
0.994,0.483,-13.129,3
0.0205,0.856,-6.267,6
0.00834,0.813,-7.861,10
0.253,0.639,-9.07,6
0.0435,0.52,-7.022,10
0.502,0.667,-9.278,4
0.00505,0.758,-6.855,10
4.14e-05,0.856,-6.342,8
0.991,0.0867,-16.493,7
0.00551,0.865,-4.739,10
0.724,0.436,-12.245,0
9.19e-05,0.995,-2.851,8
0.000668,0.947,-4.441,8
0.000185,0.848,-7.009,8
0.692,0.434,-9.954,1
0.000441,0.882,-2.771,9
0.836,0.67,-9.568,2
0.648,0.796,-8.139,6
0.0688,0.51,-8.955,1
0.117,0.423,-16.309,10
0.287,0.813,-4.016,9
0.465,0.632,-6.94,10
0.225,0.732,-5.194,10
0.000169,0.934,-5.511,10
0.0652,0.464,-7.375,5
0.0334,0.508,-15.703,4
0.955,0.112,-23.175,7
0.788,0.267,-14.426,10
0.736,0.486,-9.403,0
0.184,0.534,-9.201,5
7.48e-05,0.788,-6.752,8
0.62,0.175,-22.095,7
0.499,0.401,-12.696,9
0.0188,0.798,-4.163,10
0.0217,0.748,-8.414,10
0.0217,0.719,-6.645,10
0.902,0.59,-5.37,9
0.204,0.645,-6.421,0
0.516,0.385,-9.047,2
0.86,0.373,-11.822,10
0.724,0.545,-8.82,2
0.000602,0.855,-7.552,8
0.857,0.367,-6.946,2
5.25e-06,0.976,-5.978,8
0.956,0.288,-9.212,0
0.36,0.516,-7.804,6
0.0434,0.41,-6.816,9
0.00126,0.974,-3.312,10
0.879,0.286,-15.92,6
0.217,0.653,-6.769,10
0.12,0.764,-6.189,5
0.778,0.294,-11.836,6
0.108,0.637,-7.434,6
0.000222,0.874,-5.316,1
2.37e-05,0.916,-6.515,8
0.0994,0.417,-14.849,4
0.0199,0.561,-16.324,10
0.0582,0.407,-9.063,6
0.0957,0.679,-5.857,5
0.0564,0.618,-9.822,10
0.00014,0.769,-7.036,8
0.00384,0.909,-4.796,6
0.979,0.0562,-24.913,1
0.524,0.696,-9.447,1
0.000277,0.907,-9.67,6
0.059,0.732,-6.493,10
0.00316,0.964,-4.261,10
0.0473,0.645,-5.385,9
0.066,0.441,-10.01,6
0.0753,0.71,-5.716,9
0.0614,0.864,-5.697,10
0.0102,0.929,-3.346,10
2.68e-06,0.949,-4.489,8
1.92e-05,0.698,-4.722,6
0.277,0.517,-8.077,6
0.0114,0.78,-9.948,6
8.83e-05,0.723,-5.577,10
0.111,0.819,-8.827,5
0.29,0.651,-5.559,0
0.842,0.257,-15.478,10
0.102,0.863,-8.604,6
0.892,0.285,-15.208,10
0.706,0.982,-1.742,6
0.93,0.125,-14.472,2
0.562,0.291,-19.429,10
2.94e-05,0.795,-6.686,10
0.291,0.322,-13.662,3
0.925,0.0439,-24.745,7
0.433,0.766,-1.73,9
0.206,0.666,-5.425,10
0.0162,0.504,-10.405,5
0.643,0.405,-10.497,2
5.18e-05,0.888,-6.105,8
0.102,0.692,-9.995,2
0.837,0.174,-8.745,9
0.0653,0.744,-4.238,9
0.0272,0.696,-5.157,10
0.405,0.282,-8.644,6
0.452,0.68,-5.639,1
0.874,0.492,-7.991,3
0.379,0.62,-9.775,2
0.00134,0.982,-3.855,8
0.00549,0.947,-12.672,8
0.218,0.702,-7.125,10
0.00406,0.466,-8.718,8
0.00177,0.871,-5.235,10
4.95e-05,0.945,-2.278,8
0.0577,0.393,-10.654,6
0.706,0.542,-10.862,2
0.259,0.33,-14.071,8
7.05e-05,0.832,-5.95,6
0.0498,0.635,-6.769,9
0.137,0.562,-10.233,2
1.52e-05,0.91,-8.936,10
0.00401,0.735,-8.347,6
0.438,0.484,-7.432,9
0.0366,0.805,-5.754,6
0.274,0.763,-7.904,10
2e-05,0.908,-5.222,6
0.145,0.645,-7.233,5
2.23e-05,0.898,-5.877,8
0.146,0.556,-7.713,4
0.000918,0.758,-12.103,8
0.836,0.109,-21.082,7
0.0125,0.807,-6.251,2
7.57e-05,0.924,-4.446,8
0.931,0.441,-11.879,6
0.993,0.108,-17.208,7
1.71e-05,0.908,-7.941,8
0.000105,0.988,-2.741,10
0.00539,0.717,-5.82,9
0.833,0.188,-11.739,9
0.0229,0.737,-5.22,2
0.0963,0.914,-6.368,6
0.00262,0.987,-1.789,10
0.00019,0.841,-6.332,8
0.0133,0.691,-9.442,1
0.0527,0.846,-9.164,6
0.985,0.103,-16.596,7
0.483,0.837,-6.49,10
0.00118,0.592,-9.145,8
0.00226,0.833,-4.559,6
0.000534,0.993,-1.437,10
0.000631,0.768,-7.48,10
0.578,0.423,-11.642,4
0.993,0.132,-15.864,7
0.0187,0.629,-4.876,10
0.0148,0.971,-5.855,10
0.299,0.608,-6.385,1
0.863,0.0533,-20.472,7
0.00521,0.646,-7.15,1
0.00572,0.575,-9.638,8
0.714,0.323,-13.239,9
0.624,0.747,-5.364,2
0.000245,0.919,-4.168,8
0.54,0.573,-10.353,1
0.928,0.257,-14.934,10
0.58,0.555,-9.801,1
0.534,0.465,-7.967,2
0.0191,0.649,-4.801,10
0.976,0.157,-19.063,2
0.906,0.404,-7.12,7
0.061,0.913,-4.793,10
0.107,0.695,-6.013,6
0.304,0.777,-10.167,1
0.769,0.502,-13.034,3
0.021,0.5,-13.366,10
0.0599,0.636,-12.888,6
3.87e-05,0.969,-5.704,10
0.0133,0.821,-11.115,10
0.675,0.714,-5.659,10
0.000281,0.823,-3.68,9
0.084,0.92,-6.27,6
2.37e-05,0.895,-6.228,10
0.000509,0.977,-1.821,8
0.167,0.907,-5.154,9
0.364,0.304,-9.016,10
0.207,0.608,-9.083,1
0.317,0.863,-6.118,5
0.00427,0.885,-3.897,10
0.057,0.407,-8.798,10
0.675,0.388,-13.55,6
0.0472,0.439,-9.116,6
0.548,0.349,-11.555,3
0.00678,0.627,-12.229,8
0.000228,0.978,-3.873,8
0.99,0.329,-11.501,3
0.572,0.348,-13.05,5
0.000146,0.856,-4.278,10
0.896,0.233,-10.932,7
0.945,0.237,-11.855,0
0.00805,0.81,-4.019,1
0.0658,0.795,-6.5,9
0.00914,0.964,-5.384,10
0.963,0.17,-13.604,6
0.0247,0.758,-3.955,1
0.000453,0.691,-8.905,1
0.000507,0.685,-11.903,5
7.92e-06,0.962,-4.294,8
0.832,0.319,-11.599,6
0.0177,0.733,-8.137,9
0.3,0.506,-8.854,9
0.00369,0.763,-8.306,1
0.343,0.523,-5.088,9
4.51e-06,0.929,-5.371,8
0.173,0.722,-6.437,9
0.00279,0.79,-4.633,1
0.00075,0.903,-4.49,10
7.5e-06,0.862,-4.118,6
0.0908,0.809,-8.399,10
0.567,0.284,-14.867,5
0.626,0.453,-7.453,9
0.28,0.53,-9.092,9
0.141,0.948,-3.923,10
0.0186,0.796,-8.157,6
0.544,0.53,-6.749,9
0.732,0.677,-8.616,3
0.00437,0.634,-13.589,2
0.994,0.0683,-17.572,7
0.858,0.336,-12.825,0
0.043,0.936,-2.924,10
0.0478,0.604,-8.961,9
0.407,0.236,-16.981,2
0.0558,0.477,-8.816,8
0.0276,0.821,-4.496,10
0.807,0.421,-11.988,7
0.48,0.348,-13.138,1
0.0338,0.91,-7.914,10
0.162,0.775,-12.029,10
0.00711,0.828,-6.023,1
0.000326,0.958,-5.417,10
0.00784,0.823,-5.874,1
0.987,0.136,-14.818,6
0.971,0.115,-20.167,7
0.00674,0.699,-9.496,10
0.223,0.74,-8.626,2
0.216,0.634,-6.087,10
0.64,0.426,-10.446,6
0.94,0.0863,-19.892,7
0.000844,0.935,-4.802,8
0.00116,0.96,-7.01,10
0.0836,0.658,-5.418,10
0.000351,0.987,-4.646,8
0.02,0.913,-6.05,2
0.00145,0.935,-3.257,9
0.28,0.662,-10.231,10
0.913,0.207,-11.287,9
0.000359,0.973,-7.004,8
0.195,0.634,-8.91,5
0.0672,0.298,-11.25,9
0.000362,0.824,-7.848,8
3.52e-05,0.995,-6.366,8
0.031,0.426,-7.994,6
0.012,0.821,-5.531,8
0.13,0.747,-6.237,10
0.000645,0.802,-7.345,10
0.00783,0.966,-2.207,2
0.713,0.836,-8.429,3
0.0438,0.668,-5.511,10
0.0847,0.633,-7.631,1
0.138,0.479,-12.928,9
0.984,0.0456,-21.903,1
0.0754,0.846,-3.956,9
0.0204,0.689,-4.575,6
0.00317,0.407,-9.737,2
0.00845,0.732,-7.713,1
0.000405,0.998,-2.158,10
0.142,0.455,-12.436,6
1.16e-06,0.916,-5.562,10
3.65e-05,0.883,-3.544,10
0.419,0.286,-9.439,6
0.648,0.57,-7.537,5
0.26,0.834,-11.204,10
0.00041,0.972,-5.913,10
0.000115,0.839,-5.75,10
0.7,0.622,-8.172,3
0.442,0.377,-9.933,10
5.81e-05,0.993,-3.179,8
0.272,0.583,-7.271,9
0.00107,0.796,-7.262,9
0.723,0.531,-8.238,6
0.00131,0.969,-5.58,8
0.652,0.471,-7.952,9
0.764,0.784,-12.678,10
0.000168,0.967,-2.785,8
0.18,0.618,-5.682,10
7.73e-06,0.93,-3.389,10
0.827,0.217,-16.582,7
0.0267,0.758,-5.991,1
0.0368,0.475,-13.727,6
0.0398,0.377,-11.323,2
0.0194,0.492,-6.086,10
6.07e-05,0.928,-3.045,8
1.92e-06,0.908,-8.505,8
0.465,0.483,-4.991,10
0.988,0.223,-15.432,1
0.881,0.107,-22.122,7
0.0469,0.897,-3.712,9
1.26e-05,0.963,-6.881,8
0.000553,0.906,-4.627,8
0.075,0.679,-6.091,10
0.000336,0.854,-3.868,1
0.131,0.52,-5.499,9
0.000123,0.883,-6.354,10
0.567,0.79,-4.503,10
0.0849,0.798,-9.737,5
0.0627,0.767,-7.182,6
0.641,0.233,-13.149,6
1.01e-05,0.961,-3.687,10
0.42,0.745,-7.888,6
0.00315,0.878,-4.109,1
4.3e-05,0.889,-5.22,8
2.84e-05,0.772,-5.937,8
0.00134,0.881,-4.099,1
0.216,0.565,-9.915,8
0.255,0.493,-9.878,10
0.565,0.423,-7.828,0
0.817,0.713,-7.171,10
0.0014,0.813,-7.154,8
0.543,0.621,-7.298,9
0.000223,0.629,-3.252,1
0.00022,0.873,-4.542,10
0.000218,0.793,-4.086,10
8.34e-05,0.879,-6.489,8
0.00234,0.932,-4.633,8
0.000337,0.871,-5.214,8
0.0417,0.795,-5.115,9
0.995,0.12,-15.267,6
0.615,0.431,-12.718,0
0.00207,0.617,-6.246,10
0.767,0.447,-8.695,10
0.887,0.407,-10.328,6
0.0839,0.659,-7.828,9
0.00596,0.77,-5.852,1
0.00166,0.917,-6.906,10
0.006,0.693,-3.192,10
0.0128,0.562,-12.892,6
0.0268,0.47,-15.561,1
0.0128,0.82,-6.789,1
0.486,0.338,-11.58,10
0.00733,0.951,-4.777,10
2.47e-05,0.937,-7.337,8
0.691,0.241,-9.551,1
4.8e-05,0.948,-6.003,8
0.000202,0.856,-3.674,8
0.485,0.68,-6.945,9
0.769,0.906,-8.69,2
0.504,0.469,-8.38,9
0.209,0.883,-5.61,1
0.000569,0.743,-4.984,10
0.396,0.532,-9.535,9
0.981,0.233,-15.719,2
0.0996,0.698,-8.158,6
0.174,0.978,-3.55,10
0.368,0.618,-8.422,9
0.524,0.502,-10.346,9
5.24e-05,0.972,-5.858,8
0.00577,0.956,-6.327,2
0.787,0.216,-19.432,2
0.446,0.604,-4.64,9
0.956,0.0542,-23.323,1
0.00475,0.922,-2.666,1
0.961,0.213,-12.97,7
0.499,0.341,-12.26,7
0.269,0.559,-7.839,6
0.00137,0.873,-6.941,10
0.508,0.792,-5.377,2
0.108,0.918,-3.468,9
6.64e-05,0.887,-5.11,8
0.122,0.729,-5.326,10
0.701,0.447,-9.299,9
0.0407,0.671,-9.714,10
0.00068,0.931,-4.193,10
0.131,0.619,-7.111,2
3.5e-05,0.925,-3.509,8
0.212,0.748,-6.514,8
0.00357,0.877,-7.043,8
0.48,0.494,-8.938,0
0.861,0.632,-9.033,3
0.0235,0.954,-8.069,9
0.000499,0.522,-10.668,6
0.414,0.62,-7.079,9
0.346,0.572,-6.762,5
0.462,0.902,-7.464,10
0.0117,0.801,-5.937,10
0.00468,0.805,-5.015,6
0.000294,0.599,-9.675,5
0.00215,0.682,-9.066,6
0.00218,0.929,-5.996,8
0.0571,0.569,-9.301,1
0.758,0.293,-9.502,10
0.809,0.465,-10.551,3
0.0443,0.911,-6.087,6
0.0624,0.755,-7.606,5
4.02e-05,0.924,-3.407,8
0.55,0.669,-5.847,6
0.726,0.341,-8.582,0
0.124,0.461,-14.473,4
6.8e-06,0.941,-4.448,10
0.00386,0.826,-5.13,9
0.00448,0.684,-5.449,2
0.00031,0.825,-8.324,2
0.442,0.53,-8.325,0
0.0492,0.766,-9.454,1
0.329,0.613,-8.711,10
0.0169,0.71,-5.846,10
0.00103,0.977,-5.083,10
0.132,0.596,-8.594,6
0.285,0.727,-8.132,2
0.000102,0.947,-4.234,8
0.761,0.674,-9.291,2
0.0746,0.454,-9.339,10
0.0573,0.587,-7.393,6
3e-05,0.909,-6.95,1
0.000369,0.892,-4.757,6
0.0492,0.921,-3.727,10
0.0239,0.926,-3.415,10
0.981,0.0923,-19.022,7
0.158,0.836,-5.224,9
0.459,0.839,-7.39,6
0.000967,0.986,-2.279,10
0.741,0.651,-13.139,2
0.152,0.801,-6.618,5
0.122,0.791,-7.051,10
0.00158,0.887,-7.527,2
0.918,0.161,-19.579,7
0.292,0.95,-3.516,9
0.000164,0.916,-5.882,10
0.91,0.293,-8.547,6
0.00147,0.667,-6.956,8
0.88,0.113,-14.304,6
0.000618,0.977,-5.082,10
0.000136,0.833,-3.974,5
0.000828,0.924,-8.469,6
0.000155,0.704,-8.008,10
0.189,0.586,-9.165,10
0.473,0.568,-9.172,6
0.0614,0.864,-5.697,10
0.144,0.437,-7.081,5
0.0542,0.75,-7.022,10
0.00499,0.806,-4.714,8
0.00945,0.762,-7.031,2
0.0222,0.719,-9.163,6
2.73e-06,0.978,-3.128,8
0.25,0.664,-6.617,9
0.406,0.553,-8.6,1
0.917,0.0632,-25.363,6
0.0353,0.601,-8.287,6
0.00378,0.884,-10.869,10
0.797,0.829,-6.133,9
0.117,0.596,-4.851,5
0.653,0.665,-6.453,2
0.0655,0.745,-7.952,10
9.67e-06,0.792,-5.511,10
0.791,0.35,-10.955,9
0.991,0.0723,-17.889,7
0.00382,0.714,-7.126,10
0.116,0.883,-5.133,5
0.0127,0.884,-6.659,8
0.0599,0.798,-6.705,10
0.264,0.69,-6.242,5
0.761,0.324,-11.487,9
0.09,0.947,-3.578,6
0.0169,0.952,-8.762,10
0.0116,0.752,-8.365,10
0.95,0.169,-16.769,7
0.00504,0.621,-5.716,10
0.362,0.657,-8.673,1
1.42e-05,0.966,-3.516,10
0.000996,0.876,-4.262,10
0.0425,0.694,-5.702,10
1.71e-05,0.908,-7.941,8
0.262,0.781,-5.536,9
0.0316,0.968,-3.532,10
0.237,0.471,-8.467,9
3.4e-05,0.532,-13.569,6
0.673,0.598,-7.498,10
0.00107,0.458,-17.361,8
0.393,0.195,-18.349,7
0.981,0.467,-10.927,3
0.912,0.0463,-24.053,7
0.271,0.456,-10.638,6
0.942,0.0971,-23.47,2
0.909,0.151,-14.35,10
0.482,0.373,-16.98,10
0.974,0.262,-14.165,7
0.179,0.914,-3.396,5
0.00175,0.828,-3.91,10
0.0043,0.715,-4.816,10
0.324,0.32,-10.282,6
0.579,0.238,-21.114,4
5.6e-05,0.988,-4.219,8
0.608,0.422,-11.116,9
0.0255,0.709,-13.034,10
0.139,0.67,-12.413,6
4.77e-05,0.865,-5.669,8
0.664,0.536,-10.498,9
0.00164,0.869,-4.09,6
0.00126,0.914,-4.141,2
0.227,0.548,-9.819,6
0.0262,0.596,-5.49,10
0.935,0.301,-13.153,9
0.00051,0.794,-4.288,1
0.978,0.307,-15.904,3
0.116,0.756,-4.677,2
0.00189,0.599,-11.966,6
0.0919,0.713,-9.186,8
0.514,0.587,-5.585,10
0.057,0.868,-5.016,6
0.745,0.201,-13.044,10
0.0183,0.722,-5.185,5
3.39e-05,0.954,-4.247,8
0.000255,0.98,-2.591,10
0.93,0.313,-14.812,7
8.69e-05,0.973,-4.995,10
0.000989,0.902,-8.662,1
0.865,0.447,-9.028,2
0.602,0.549,-7.54,10
0.031,0.822,-12.795,2
0.0174,0.931,-4.975,6
0.546,0.188,-19.37,10
0.00171,0.982,-2.99,10
0.0135,0.774,-9.424,10
0.25,0.722,-11.729,10
0.000111,0.957,-5.959,8
0.0215,0.756,-5.8,4
0.0133,0.423,-10.511,5
0.0187,0.938,-6.368,10
0.628,0.58,-10.354,2
0.291,0.881,-5.961,6
0.391,0.527,-8.541,10
0.00731,0.853,-6.661,10
0.292,0.861,-10.581,1
0.915,0.374,-10.388,2
0.126,0.692,-7.365,1
0.00167,0.929,-3.593,9
0.325,0.486,-7.456,6
0.0107,0.76,-5.822,8
0.575,0.335,-12.453,10
0.941,0.299,-14.557,3
0.154,0.866,-8.033,10
0.00818,0.582,-7.414,2
0.334,0.33,-11.197,9
0.0032,0.878,-3.775,10
0.00384,0.696,-6.768,0
0.268,0.477,-8.425,4
0.0811,0.608,-8.193,10
0.96,0.376,-14.131,1
0.618,0.697,-6.167,2
0.00866,0.643,-7.465,5
0.599,0.378,-11.946,9
2.44e-06,0.994,-5.142,8
2.31e-05,0.932,-4.792,6
0.0035,0.879,-3.352,10
0.146,0.69,-11.08,6
0.935,0.154,-16.855,7
0.859,0.0372,-28.639,1
0.015,0.918,-5.205,8
0.626,0.453,-7.453,6
0.00116,0.703,-5.65,6
4.75e-06,0.965,-6.039,8
0.000206,0.937,-4.608,8
0.000279,0.787,-6.053,10
0.219,0.374,-10.12,1
5.57e-05,0.963,-3.295,8
0.426,0.62,-10.25,0
0.00275,0.867,-3.978,6
0.00703,0.648,-6.456,2
0.867,0.535,-10.522,4
4.16e-05,0.944,-9.874,1
0.0399,0.616,-10.39,6
0.000662,0.971,-2.593,8
0.000111,0.811,-11.903,10
0.027,0.806,-6.493,6
0.993,0.171,-18.73,6
5.05e-05,0.84,-6.667,1
0.362,0.517,-11.817,3
0.00183,0.735,-6.042,10
0.0104,0.869,-8.382,10
0.0229,0.69,-5.965,9
0.0011,0.901,-2.066,5
0.0184,0.806,-6.947,10
0.000117,0.881,-13.012,8
1.79e-05,0.967,-6.563,8
4.56e-05,0.978,-5.357,8
0.0527,0.888,-5.308,4
0.00172,0.837,-3.526,1
0.00132,0.658,-5.893,10
0.0437,0.562,-10.429,9
0.142,0.753,-9.625,2
0.309,0.721,-9.141,2
0.0609,0.503,-8.358,1
0.000456,0.885,-9.635,1
0.00589,0.804,-5.492,10
0.00652,0.53,-10.964,2
0.000142,0.771,-5.824,10
0.687,0.797,-6.527,3
3.1e-05,0.975,-5.619,8
0.0277,0.856,-6.686,1
0.000391,0.676,-11.493,10
0.327,0.419,-6.613,1
0.0277,0.71,-5.401,1
0.000905,0.913,-3.237,1
0.0982,0.647,-5.353,9
0.0164,0.728,-6.121,2
0.103,0.678,-11.548,10
0.979,0.132,-19.782,7
0.781,0.421,-10.572,9
0.99,0.0942,-18.355,7
0.808,0.576,-10.884,3
0.555,0.418,-12.294,6
0.948,0.467,-7.453,2
0.074,0.943,-4.365,1
0.473,0.568,-9.172,1
0.0467,0.964,-3.72,5
0.00147,0.977,-7.086,10
0.0493,0.706,-7.544,6
0.202,0.6,-8.478,1
0.972,0.0727,-23.646,7
0.168,0.729,-6.023,6
3.38e-05,0.814,-6.935,2
0.655,0.383,-12.527,0
0.785,0.232,-14.605,4
0.3,0.849,-5.232,6
0.354,0.755,-8.455,9
0.814,0.359,-10.14,4
0.0968,0.693,-12.873,0
0.138,0.959,-6.317,8
0.902,0.399,-10.696,10
4.3e-05,0.926,-5.29,8
0.000838,0.615,-8.813,10
0.000962,0.761,-7.682,10
0.0161,0.689,-5.776,10
0.136,0.365,-8.97,1
0.000854,0.93,-6.76,10
0.368,0.703,-5.687,10
0.138,0.733,-6.41,10
0.0007,0.894,-5.223,8
0.00145,0.92,-3.969,10
0.542,0.698,-8.452,8
0.0314,0.642,-8.132,6
7.06e-05,0.73,-11.394,8
0.0386,0.813,-5.621,4
0.044,0.816,-8.534,2
0.626,0.704,-7.632,6
0.00159,0.501,-6.608,10
0.986,0.219,-15.853,7
0.543,0.532,-7.472,2
0.0408,0.493,-13.093,9
0.0389,0.919,-4.751,8
0.396,0.709,-5.88,6
0.0504,0.675,-6.109,9
0.177,0.479,-7.626,5
0.0861,0.569,-10.072,6
0.00484,0.873,-3.209,10
0.154,0.891,-2.084,9
0.248,0.966,-6.984,10
0.113,0.0721,-20.747,10
0.00172,0.905,-5.653,1
0.0717,0.763,-7.425,8
0.000194,0.955,-5.55,8
0.929,0.28,-12.697,10
0.00536,0.523,-7.227,5
0.871,0.311,-8.601,8
0.000105,0.975,-3.798,8
0.0113,0.695,-6.668,10
0.0228,0.741,-5.298,10
0.265,0.597,-10.924,10
0.434,0.608,-8.334,2
0.957,0.16,-17.288,6
0.143,0.923,-5.059,2
0.0146,0.565,-7.166,10
0.000135,0.954,-5.249,8
0.0542,0.54,-5.629,9
0.011,0.923,-5.005,10
1.3e-05,0.805,-6.696,8
0.785,0.429,-10.567,10
0.000335,0.946,-3.369,10
0.000719,0.822,-6.418,8
0.347,0.326,-13.131,9
0.753,0.132,-11.515,6
0.000558,0.994,-5.428,8
0.0202,0.823,-8.257,6
0.182,0.65,-6.308,9
0.00396,0.905,-3.582,10
